GiftId,TripId
95274,0
92586,0
61432,0
77203,0
92960,0
25130,0
33362,0
44233,0
30,0
64495,0
56011,0
84713,0
1441,0
92934,0
14750,0
26404,0
3804,0
74156,0
58746,0
37921,0
73463,0
70616,0
57582,0
68406,0
45769,0
86402,0
19340,0
9182,0
4871,0
11461,0
37811,0
81343,0
53812,0
92880,0
46211,0
98313,0
68872,0
32943,0
28943,0
48187,0
63943,0
98399,0
50924,0
93006,0
64539,0
35338,0
74545,0
12997,0
36492,0
71897,0
82636,0
54230,0
34930,0
32338,0
33074,0
23214,0
54794,0
90066,0
66495,0
82317,0
58491,0
72460,0
14282,0
81606,0
59349,0
22492,0
98434,0
25469,0
22219,0
15440,0
98440,0
65507,0
15889,0
85505,1
89467,1
15447,1
29834,1
17605,1
11600,1
71924,1
10555,1
63115,1
78401,1
53161,1
40737,1
67506,1
11002,1
25714,1
29785,1
44243,1
50838,1
71349,1
65661,1
57476,1
97553,1
66587,1
89558,1
84373,1
95648,1
87203,1
96597,1
71908,1
53938,1
67654,1
28090,1
96781,1
84969,1
97341,1
82614,1
93088,1
907,1
71032,1
87715,1
26638,2
33329,2
46130,2
79562,2
47068,2
13926,2
92987,2
51730,2
53294,2
20291,2
2073,2
48724,2
78231,2
24297,2
89320,2
21338,2
7776,2
44585,2
65548,2
88070,2
14141,2
59426,2
53335,2
89487,2
17365,2
38290,2
92276,2
52380,2
8015,2
47781,2
55478,2
29370,2
66642,2
41985,2
8473,2
49083,2
6158,2
4825,2
91301,2
25235,2
29758,2
43140,2
81777,2
42100,2
28606,2
64321,2
85165,2
45547,2
85271,2
37043,2
58355,2
32526,2
60122,2
81010,2
27672,2
66566,2
72192,2
8412,2
60137,2
46527,2
62206,2
1780,2
96101,2
87487,2
97109,2
25273,2
74724,2
51490,2
39863,2
98514,2
4041,2
1522,2
60376,2
91677,2
64273,2
2092,2
83145,2
15166,2
34961,3
16735,3
92223,3
43146,3
41232,3
58067,3
1422,3
66957,3
62985,3
12813,3
64634,3
71767,3
43474,3
77149,3
25644,3
88397,3
61551,3
32116,3
70816,3
7411,3
6546,3
91885,3
47564,3
93293,3
89981,3
32342,3
82146,3
84927,3
77540,3
10890,3
9691,3
56995,3
13484,3
94936,3
73754,3
58927,3
78647,3
27098,3
85346,3
53137,3
62384,3
92560,3
