GiftId,TripId
72998,0
4018,0
73155,0
43293,0
69632,0
20806,0
74193,0
49215,0
6129,0
33084,0
89322,0
44307,0
97851,0
34604,0
89135,0
55559,0
36679,0
43659,0
98011,0
55512,0
4816,0
98110,0
20318,0
81424,0
25457,0
97050,0
67995,0
25915,0
66519,0
70149,0
78530,0
70921,0
72720,0
47855,0
4545,0
87890,0
52602,0
73159,0
34632,0
82407,0
19929,0
47128,0
49995,0
2828,0
94737,1
29273,1
44740,1
35860,1
15139,1
19518,1
62058,1
79416,1
79092,1
12035,1
6891,1
55508,1
68341,1
98881,1
89983,1
40631,1
37325,1
68437,1
17000,1
9559,1
15664,1
85516,1
65037,1
54890,1
69354,1
19301,1
69671,1
80699,1
676,1
10639,1
5074,1
79070,1
72004,1
13587,1
61472,1
59729,1
81604,1
13209,1
49455,1
25402,1
74108,1
44922,1
30833,1
14407,1
42341,1
13306,1
65184,2
92757,2
39296,2
31292,2
91019,2
78906,2
43063,2
63017,2
21934,2
85904,2
36835,2
33334,2
30497,2
73170,2
32329,2
55640,2
62517,2
14837,2
6449,2
57225,2
72210,2
5115,2
58548,2
81698,2
72480,2
26322,2
73596,2
69287,2
11362,2
85248,2
19636,2
84520,2
91713,2
91170,2
3193,2
58706,2
99033,2
52954,2
94857,2
4352,2
7841,2
49852,2
7303,2
87207,3
26906,3
31050,3
56471,3
45973,3
20150,3
53398,3
29616,3
36994,3
10183,3
26276,3
60189,3
31788,3
53074,3
65334,3
48126,3
60377,3
12749,3
37641,3
47858,3
61650,3
89669,3
11190,3
45710,3
37798,3
12021,3
98274,3
71941,3
22829,3
75844,3
26800,3
38340,3
98273,3
30083,3
74918,3
35605,3
32371,3
14502,3
9450,3
36464,3
74573,3
63414,3
88735,3
21871,3
95404,3
48775,3
48589,3
35700,3
44917,3
1971,3
68152,3
1119,3
54795,3
97301,3
53820,3
65530,3
29797,3
43507,3
31235,3
52785,4
52339,4
81813,4
63436,4
99666,4
40750,4
6283,4
74978,4
3503,4
60278,4
60470,4
53923,4
19520,4
74361,4
35591,4
59720,4
94095,4
30803,4
38907,4
48946,4
12108,4
97348,4
2154,4
29801,4
35565,4
44311,4
9345,4
27777,4
40018,4
82249,4
92165,4
7466,4
77926,4
19684,4
60976,4
48660,4
44383,4
51569,4
19524,4
14648,4
52848,4
88240,4
56911,4
76961,4
16325,4
74243,4
25229,4
80386,4
53576,4
71439,4
95416,4
92510,4
76693,4
8070,5
22804,5
6821,5
65674,5
1890,5
36571,5
57382,5
93117,5
31253,5
77411,5
8599,5
97322,5
39309,5
96645,5
8474,5
41741,5
15709,5
28302,5
91643,5
71726,5
68699,5
84973,5
41557,5
42963,5
25226,5
35451,5
54017,5
28162,5
77420,5
1947,5
29126,5
56119,5
29766,5
82637,5
31890,5
3070,5
11749,5
18458,5
49514,5
99570,5
31322,5
60630,5
64681,5
74074,5
41440,5
1604,5
84181,5
94782,5
57346,5
37961,5
12316,5
41986,5
32108,5
98262,5
32436,5
88857,5
45762,5
52036,5
3759,5
30493,5
22898,5
69289,5
42870,5
66471,5
70630,5
84636,5
48728,6
45615,6
59016,6
29615,6
18936,6
32521,6
87661,6
21444,6
53917,6
89412,6
11168,6
91612,6
5048,6
15405,6
55339,6
14656,6
50483,6
38331,6
77900,6
17291,6
96074,6
61749,6
80916,6
72059,6
94200,6
49512,6
57894,6
62761,6
81652,6
99841,6
86551,6
93570,6
98384,6
80897,6
39869,6
30815,6
87811,6
66882,6
95449,6
47516,6
6297,6
69130,6
34116,6
69278,6
86206,6
21490,6
83045,6
32711,6
85429,7
75912,7
54366,7
41586,7
57544,7
46352,7
23286,7
40151,7
74174,7
1470,7
25795,7
8872,7
33670,7
38716,7
38582,7
70848,7
33237,7
36878,7
52522,7
58153,7
75227,7
43242,7
87605,7
74320,7
25055,7
58255,7
47179,7
87561,7
75193,7
3528,7
33479,7
20647,7
41879,7
74900,7
2990,7
94977,7
70626,7
81281,7
53106,7
53146,7
28953,7
91265,7
17944,7
59273,7
90497,7
84270,7
23632,7
9391,7
4666,7
57805,7
75351,7
27953,7
13940,8
82639,8
80929,8
44654,8
82934,8
77782,8
63485,8
89018,8
58413,8
19980,8
97526,8
50063,8
83106,8
86625,8
27994,8
53756,8
30045,8
57215,8
64031,8
80082,8
95666,8
67920,8
67488,8
960,8
96697,8
10188,8
46371,8
77824,8
42599,8
36140,8
33490,8
47096,8
75554,8
26025,8
64131,8
65835,8
42514,8
82955,8
5775,8
67503,8
98677,8
26420,8
29188,8
34581,8
5149,9
56912,9
94817,9
38142,9
4931,9
56895,9
67263,9
84506,9
97766,9
80177,9
48315,9
60164,9
12922,9
78121,9
94378,9
26102,9
33193,9
42657,9
9323,9
2686,9
96338,9
16405,9
5450,9
93949,9
20877,9
25967,9
32571,9
98626,9
31012,9
23612,9
19782,9
79450,9
68651,9
53287,9
2346,9
16485,9
2678,9
73490,9
92836,9
39230,9
27174,9
28269,9
44939,9
94073,9
1897,9
72917,9
62598,9
40394,9
89416,9
72999,9
44913,9
36594,9
52838,9
39658,9
73133,9
42439,9
41621,9
72492,9
41248,9
68882,10
79285,10
85241,10
15988,10
59735,10
19321,10
33610,10
49988,10
5440,10
14336,10
67228,10
12675,10
53187,10
83959,10
94734,10
31802,10
67492,10
95892,10
34200,10
27585,10
13907,10
43751,10
5813,10
38871,10
73953,10
68560,10
94173,10
63274,10
83765,10
77822,10
58271,10
48882,10
81188,10
30264,10
29075,10
44851,10
18879,10
31437,10
24219,10
53988,10
25192,10
78359,10
8820,10
47039,10
3302,10
97877,10
73891,10
51051,10
55563,10
43518,11
62049,11
45884,11
28098,11
17890,11
29018,11
88798,11
92583,11
93641,11
23353,11
52196,11
46342,11
55946,11
23123,11
53246,11
66459,11
80317,11
77930,11
3725,11
42200,11
58718,11
84990,11
15869,11
7005,11
58955,11
90668,11
80426,11
107,11
10789,11
80014,11
26084,11
13818,11
7705,11
43379,11
11059,11
70235,11
4404,11
78280,11
22588,11
50632,11
70239,11
37524,11
4139,11
2708,11
56957,11
52626,11
79488,11
72742,11
2898,11
80059,11
97219,11
37894,11
67740,11
88770,11
72178,11
41613,11
23181,11
54801,11
81081,11
97876,11
74551,11
7462,11
85662,11
41742,11
75084,11
12383,11
19472,11
5605,11
91554,12
70916,12
20695,12
68935,12
84467,12
9356,12
4487,12
30668,12
3434,12
83476,12
83019,12
64178,12
42515,12
86022,12
72930,12
68679,12
91250,12
29764,12
33664,12
3420,12
9164,12
13583,12
44494,12
97443,12
48616,12
14563,12
56047,12
55734,12
78394,12
84360,12
61586,12
8053,12
57342,12
4820,12
8822,12
28817,12
27896,12
72395,12
86977,12
56302,12
30317,12
41821,12
74830,12
90508,12
29603,12
41793,12
61609,12
10990,12
47816,12
72230,12
2091,12
57324,12
9130,12
48940,12
60408,13
88210,13
387,13
30118,13
42684,13
26745,13
19154,13
74337,13
52523,13
86946,13
28802,13
62836,13
96142,13
64997,13
8109,13
61558,13
32897,13
95366,13
94298,13
22793,13
15629,13
85070,13
7812,13
12828,13
2549,13
96553,13
70333,13
9142,13
14326,13
69122,13
12525,13
29236,13
1832,13
93752,13
60085,13
30918,13
81869,13
31692,13
93786,13
82654,13
98755,13
3879,13
88586,13
77325,13
49975,13
74914,13
1783,13
43556,13
27072,13
33249,13
72867,14
81712,14
88890,14
17406,14
91383,14
75358,14
65815,14
85645,14
30406,14
82976,14
7567,14
35628,14
89654,14
11667,14
2192,14
15495,14
92280,14
92641,14
19272,14
42820,14
17623,14
57527,14
67812,14
32064,14
17841,14
29718,14
35847,14
2217,14
77754,14
81015,14
68936,14
287,14
40060,14
54096,14
32619,14
65089,14
20183,14
91434,14
10212,14
63508,14
74411,14
73733,15
72087,15
26212,15
21255,15
11205,15
54365,15
12764,15
73965,15
39876,15
86497,15
21132,15
23525,15
90551,15
43202,15
43551,15
54038,15
10617,15
1884,15
48115,15
65284,15
90960,15
36664,15
33872,15
96984,15
33046,15
70203,15
92293,15
21004,15
66511,15
62744,15
75016,15
74521,15
98322,15
94928,15
85623,15
19688,15
63909,15
44256,15
5394,15
13911,15
18141,15
16025,15
48868,15
99661,15
27172,15
27614,16
40028,16
20538,16
74827,16
20181,16
24187,16
28439,16
84340,16
80407,16
9209,16
15583,16
83657,16
97754,16
11178,16
91692,16
87930,16
98096,16
43108,16
2288,16
73425,16
76588,16
52680,16
10400,16
46676,16
18211,16
56121,16
61227,16
78019,16
87461,16
63380,16
74203,16
11794,16
90865,16
96831,16
66453,16
24245,16
3987,16
33422,16
42340,16
40315,16
85410,16
9114,16
75299,16
21497,16
62580,17
1669,17
18326,17
98847,17
90181,17
46655,17
20477,17
65319,17
44467,17
15291,17
62856,17
30835,17
34964,17
98928,17
6435,17
30992,17
16968,17
21682,17
99042,17
53830,17
10147,17
60497,17
34595,17
22601,17
52503,17
46048,17
25516,17
96464,17
64242,17
43785,17
39563,17
22943,17
79311,17
20988,17
57208,17
7434,17
55742,17
77086,17
87468,17
10365,17
23836,17
89708,17
43281,17
70897,17
14322,17
74498,17
80878,17
35394,17
92719,17
32817,17
3599,17
60604,17
35439,17
65972,17
14364,17
65700,17
18502,17
64189,17
72701,17
11121,17
51770,17
81529,17
80515,17
65164,17
64293,18
15817,18
60608,18
60013,18
79083,18
614,18
90482,18
92701,18
93698,18
52583,18
16913,18
72734,18
33181,18
45777,18
80475,18
49095,18
58289,18
4895,18
13543,18
64079,18
64428,18
72060,18
29038,18
29781,18
98684,18
20644,18
47507,18
87796,18
87390,18
20956,18
95581,18
99795,18
71494,18
72190,18
33977,18
67162,18
38915,18
27304,18
84534,18
32190,18
37395,18
22006,18
34095,18
4927,18
72932,18
43314,18
87885,18
99158,18
90455,18
97175,18
72259,19
89345,19
53097,19
71819,19
35257,19
99185,19
98833,19
26245,19
31429,19
73748,19
30291,19
77001,19
49603,19
84330,19
34355,19
80479,19
59752,19
32167,19
49067,19
83682,19
53438,19
6578,19
4103,19
82653,19
87924,19
46208,19
95086,19
72437,19
13012,19
43047,19
34580,19
61757,19
10520,19
33762,19
12622,19
2621,19
47450,19
720,19
73306,19
34286,19
6352,19
86704,19
49870,19
13126,19
21544,19
14939,19
94795,20
51486,20
98912,20
23289,20
3048,20
48884,20
24192,20
13016,20
28323,20
58669,20
63862,20
39568,20
26774,20
44239,20
69092,20
37807,20
73362,20
67456,20
8946,20
33618,20
14249,20
24831,20
35954,20
55322,20
12152,20
9412,20
77435,20
78462,20
58466,20
71653,20
49525,20
48001,20
57546,20
74454,20
69226,20
79432,20
90480,20
96794,20
77572,20
73330,20
41861,21
77649,21
61726,21
10553,21
63807,21
28910,21
59819,21
34397,21
24481,21
20677,21
87266,21
32027,21
53870,21
40404,21
18758,21
79152,21
75325,21
37612,21
31124,21
13224,21
97713,21
6959,21
1462,21
92274,21
69106,21
60071,21
64229,21
63603,21
39409,21
76739,21
74350,21
33251,21
15033,21
15179,21
62717,21
35714,21
1326,21
