GiftId,TripId
58170,0
1277,0
70730,0
28893,0
28192,0
3883,0
60118,0
14120,0
91636,0
60415,0
94032,0
85614,0
41057,0
46544,0
996,0
4312,0
64271,0
85309,0
73160,0
62388,0
26786,0
33770,0
34462,0
62563,0
73876,0
95841,0
41145,0
84724,0
69781,0
755,0
32052,0
10487,0
46838,1
23400,1
91473,1
92572,1
76312,1
20347,1
7223,1
10182,1
46997,1
49791,1
63207,1
36991,1
48858,1
24893,1
48308,1
87260,1
95467,1
21070,1
26953,1
64141,1
91582,1
54511,1
28973,1
50887,1
20188,1
69775,1
34305,1
90582,1
94799,1
77396,1
40247,1
8673,1
58910,1
4581,1
5487,1
47064,1
80306,1
78093,1
52915,1
95539,1
9269,1
17940,1
16613,1
96663,1
47354,1
12318,1
675,1
86470,1
25783,1
30380,1
13663,1
58180,1
17673,2
69337,2
69686,2
45044,2
6504,2
13120,2
30362,2
13549,2
20731,2
55441,2
79086,2
62366,2
19190,2
13492,2
33435,2
62234,2
4471,2
88044,2
10815,2
99725,2
26160,2
61394,2
48018,2
13200,2
47692,2
8191,2
67406,2
516,2
32901,2
19233,2
76606,2
36655,3
6423,3
88138,3
85539,3
60865,3
83521,3
49099,3
30303,3
17658,3
11048,3
59482,3
23838,3
1936,3
70496,3
32948,3
55636,3
49672,3
43249,3
43291,3
10211,3
6148,3
22449,3
11097,3
23781,3
8794,3
26198,3
24689,3
78439,3
84800,3
12278,3
7937,3
32779,4
75330,4
55088,4
24549,4
3501,4
34122,4
1911,4
1711,4
13567,4
41188,4
27568,4
92255,4
16962,4
27157,4
59793,4
37947,4
94319,4
49114,4
93513,4
83937,4
66569,4
65971,4
54183,4
74639,4
76637,4
23629,4
65846,4
18624,4
30846,4
96788,4
14748,4
22150,4
39097,5
97678,5
50342,5
3894,5
16935,5
38919,5
21235,5
32061,5
78748,5
67942,5
64037,5
52636,5
88788,5
86680,5
61123,5
3411,5
3297,5
55776,5
68033,5
86047,5
75540,5
82855,5
98505,5
99432,5
27287,5
11176,5
85750,5
96531,5
45232,6
12280,6
18656,6
53736,6
64829,6
50987,6
31761,6
84593,6
82707,6
44470,6
1586,6
13292,6
2347,6
23635,6
8026,6
61239,6
19514,6
34264,6
18129,6
64151,6
95395,6
16422,6
45652,6
30390,6
96351,6
77129,6
26051,6
16804,6
79994,6
16824,6
12068,6
41583,6
96496,6
40687,6
30585,6
83442,6
72933,6
50,6
4670,6
5084,6
92592,6
50557,6
199,6
50731,6
76464,6
74316,6
7339,7
26548,7
2188,7
40494,7
40218,7
46011,7
66768,7
33820,7
24331,7
52617,7
67350,7
31224,7
96432,7
79198,7
12125,7
48416,7
74207,7
4830,7
40799,7
79885,7
80564,7
63286,7
43871,7
31177,7
69075,7
81222,7
81053,7
26183,7
69017,7
37984,7
53687,7
41335,7
33761,7
92993,7
42497,7
15994,7
19246,7
78655,7
12452,7
73759,8
82990,8
82785,8
78243,8
22359,8
92402,8
95339,8
5432,8
11348,8
24385,8
21721,8
61370,8
11151,8
47923,8
97432,8
64801,8
82150,8
96541,8
17488,8
49170,8
73246,8
26341,8
31899,8
98245,8
89533,8
55589,8
13852,8
17440,8
80181,8
69166,8
8363,8
94767,9
12264,9
98117,9
92080,9
69164,9
2010,9
96638,9
46614,9
58518,9
78777,9
71182,9
69568,9
88824,9
67975,9
46215,9
7627,9
3887,9
284,9
40453,9
49479,9
30421,9
16751,9
12963,9
14108,9
14652,9
43977,9
44888,9
7773,9
93351,9
75483,9
68502,9
761,9
91045,9
59473,9
21308,9
19807,9
89850,9
10629,9
54976,9
43943,9
9689,9
84494,9
47521,9
49933,9
8931,9
33999,9
94985,9
5118,9
3944,9
17589,9
67641,9
82469,9
39977,9
21890,9
21757,10
7362,10
44357,10
55026,10
50730,10
21174,10
48816,10
23493,10
63142,10
63803,10
43621,10
76363,10
90589,10
93911,10
28510,10
22116,10
56680,10
41007,10
63394,10
63916,10
15838,10
50311,10
27100,10
