Gifts: 20000
GiftId,Latitude,Longitude,Weight
61570,82.2820310716,-85.0599238489,1.00000000000
78833,82.3559924811,-84.2346949097,20.41067216810
78740,82.0160304851,-87.9734627606,1.00000000000
2407,82.7766880576,-79.3145831926,1.00000000000
63510,81.6651600465,-91.4749457006,1.00000000000
32850,83.1368297519,-75.2805348333,42.50960544510
54697,82.550442065,-81.4262928492,1.00000000000
14068,82.8089133187,-78.2797213838,3.35507354595
41649,82.749341931,-78.6633807358,1.00000000000
12455,82.4417088296,-81.9167466249,11.86409754820
72098,81.3144161627,-93.7638567867,1.00000000000
23204,82.7385425599,-77.3969330476,1.00000000000
86684,82.2069190032,-83.0210939494,2.99046831323
33492,81.2590026492,-93.0888959273,1.00000000000
97516,82.5792539191,-78.8262328466,24.98918067770
98298,82.1028989342,-83.6529267444,35.59519252300
65386,81.6461346896,-88.3235645907,1.00000000000
65177,83.0240906923,-73.603555243,1.00000000000
55310,81.715594229,-87.3159223537,6.80484881728
5712,82.738497495,-76.4276550671,23.56070947910
2410,81.4265828297,-90.2237866971,21.63181986510
37142,82.7086422322,-76.6377557558,16.07770205260
18462,82.2171119917,-81.6904794347,1.00000000000
76926,80.9909845084,-94.5589128862,1.00000000000
33551,82.6146918817,-76.6484204287,30.24550464670
54171,82.8746366553,-73.8557620483,3.81563571897
31594,82.8033463287,-74.4701892651,10.23877067140
69169,83.0764257403,-71.564288894,25.16735977310
8861,81.3466414627,-89.1810935087,4.68064767191
51935,81.7177785655,-85.3497901302,1.00000000000
13686,81.7954933139,-83.4669055922,1.00000000000
8257,81.5900631405,-85.4035507512,27.50273933880
49231,82.149023617,-79.312120082,50.00000000000
4151,83.0101965377,-70.6122381045,15.19414896390
84023,81.2101865856,-88.5273158931,1.00000000000
57448,83.0007056551,-70.3839929379,1.00000000000
19720,81.3282122193,-87.1114290959,14.68328817810
13988,81.3833694735,-85.6278673439,1.00000000000
91756,80.3418996493,-95.2926183517,17.09233098880
20154,80.3686634938,-94.3433402701,21.30752203380
91049,80.9027566191,-88.7932650277,1.00000000000
53748,82.6469448182,-71.7279368386,3.06912020849
43025,82.7356570515,-70.6457241111,8.83544397312
42457,80.4929907611,-92.407730892,32.46334675730
38352,78.4924194414,-111.659783729,50.00000000000
96376,78.5225021039,-111.354666778,1.00000000000
81128,71.4648955283,-179.685287363,2.35084784063
2027,80.7889233044,-88.7586200638,1.00000000000
62435,81.93908645,-77.5984340184,24.22756026270
4834,78.4359423935,-111.319011867,27.18141526800
7080,78.3573074919,-111.960515017,11.75752040990
8471,82.5236335478,-71.8898679514,50.00000000000
63221,80.3421381562,-92.7480387754,2.74957965292
87580,71.3399924039,-179.024915877,1.00000000000
15968,81.8849406159,-77.77945422,1.00000000000
33921,80.8450019489,-87.6491389258,1.00000000000
5604,71.2385393515,-179.507408934,16.08072556400
29523,80.8668849581,-87.2793149542,1.00000000000
89309,80.5105232943,-90.5262933312,44.11596370960
25731,81.3986859592,-82.0492078496,1.00000000000
9795,71.2855054198,-178.499050547,21.57913519160
77527,82.6834386312,-69.7681954856,37.92192183190
83884,81.1342128253,-84.2652555359,45.12848048690
84357,71.242445243,-177.827251549,39.84870583280
39168,82.5821132218,-70.3135260353,50.00000000000
49657,81.3842376201,-81.6503614275,27.49358143410
94730,81.6533610917,-78.5893067172,44.08238609100
10217,82.6788853189,-68.9059529423,1.00000000000
54108,81.2708176062,-82.0021119861,1.00000000000
64047,78.3431950267,-109.418162089,1.47840707641
89893,81.3754073264,-80.9058702271,10.77080716380
3319,82.1981751271,-73.0740387889,24.99705338340
33787,79.9858619394,-93.676302278,42.46654621980
64825,81.3079801946,-81.0953774004,23.02630012790
6739,80.7664797319,-86.0108764988,12.28881856200
81409,80.1263588317,-91.8928195779,17.77243327000
37729,77.4960468101,-116.237835982,27.93785834560
99707,77.7303217202,-114.025144145,17.56306251200
31368,78.1170619272,-110.041128239,1.00000000000
70434,80.0619434919,-91.8313159492,14.88415285390
59693,77.3842834465,-116.521068178,20.84837629880
92497,77.0161337202,-119.760537968,4.42066150480
59422,78.9346954658,-101.861888663,1.00000000000
77091,77.716544556,-112.634707862,1.00000000000
80241,81.5624923118,-77.3331368439,1.00000000000
24809,79.9223485295,-92.3107487287,17.52426431960
23531,82.5283453166,-68.3267709227,25.30099152140
57672,77.7211624878,-112.22975223,13.92027937870
10547,77.1900550224,-116.896357471,16.81860379780
65932,77.7807472005,-111.49956512,1.00000000000
43717,77.8948806045,-110.432576683,12.77674271660
22512,81.4981948341,-77.5114569001,2.17358712543
42394,79.4882464724,-95.7747508864,1.00000000000
39162,80.106135767,-90.0023429216,1.00000000000
34927,80.8035431735,-83.5781639578,3.33268895781
11483,81.0395254113,-81.4041471281,1.00000000000
73257,76.8444319206,-119.428495556,14.81422988570
71376,82.4812690264,-68.0151406881,3.87938091134
47628,76.9088903267,-118.392100265,1.00000000000
36655,82.5502191121,-67.2897755883,37.45856545320
53929,77.5684356233,-112.267534959,32.24727132650
24530,79.7890251754,-92.0871539719,27.23833996390
86688,76.8237575044,-118.714352194,15.45770849860
58362,76.6538401,-120.216972413,21.45542798220
9827,78.7300047836,-101.394198084,1.00000000000
90599,77.5359186658,-112.083155762,18.10082477460
30906,82.1295959987,-70.7494858959,8.98953859037
6152,79.5468518731,-93.942188231,2.11785953042
81940,79.3906913976,-95.2388078915,1.00000000000
43279,81.7359294687,-74.0718904432,12.69119754110
23929,79.6323101065,-92.606399,46.41179894480
95860,78.6632344031,-101.246817358,6.92766267126
87946,82.0236650279,-71.1654946206,9.95579903702
52381,81.8337769513,-72.8219351295,29.95110735830
91908,79.8071590007,-90.8590566509,31.74394550070
14787,76.9049996192,-116.605344354,1.00000000000
51719,82.79283968,-64.1002097657,1.00000000000
17111,76.4475494936,-120.405252667,31.26054287790
3797,80.0608662045,-88.2210328319,17.70522321010
70371,82.5696691321,-65.8375880291,1.00000000000
3225,76.6967023992,-117.776609812,26.68678220750
34833,80.7857827336,-81.4751838547,32.43800572500
22935,76.1507474035,-122.363325392,19.24955384820
90979,80.7949958203,-81.057024187,10.57745954180
69504,82.0307011647,-70.1271612015,1.00000000000
18282,80.0409689967,-87.6084400488,6.69313201526
80398,81.3440148466,-76.1051005758,1.00000000000
90692,79.7850246499,-89.8065842519,16.27295177080
14357,81.6739284016,-73.1492420263,18.99980414140
35536,82.1466769596,-68.9727539896,29.66419132330
13305,79.7482178836,-89.8726908842,28.90173585690
97441,81.74288611,-72.3546513244,1.00000000000
7389,78.3116343958,-102.392180808,1.00000000000
40722,76.1168151352,-121.540967823,1.00000000000
13286,76.2262631317,-120.510283863,14.60410803110
62834,82.0494790885,-69.3814713607,1.00000000000
32779,80.2524942721,-85.0447012759,7.47705485320
38589,78.7256677789,-98.2428158023,33.93084214190
8426,80.1177598103,-86.0975422651,19.57437354390
69914,78.5660107669,-99.6167725338,22.54794259290
30684,76.611685254,-116.31706066,13.61675671670
55661,81.6385687381,-72.4675715548,1.00000000000
51596,75.9918938223,-121.357748129,26.05235129170
43358,79.7253549122,-88.9961201126,23.31130478070
90075,76.7992161791,-114.020112372,4.29143259049
9406,82.3254637407,-66.1159742844,1.00000000000
86936,81.8791203677,-69.8156236471,26.11058470800
22486,76.3434688475,-117.367036926,15.66751372470
91669,79.7914132808,-87.6995137517,27.06994393630
