Gifts: 100
GiftId,Latitude,Longitude,Weight
1,16.3457688674,6.30354512503,1.0
2,12.494749307,28.6263955635,15.5244795726
3,27.794615136,60.0324947881,8.05849862195
4,44.4269923769,110.114216113,1.0
5,-69.8540884125,87.9468778773,25.0888919163
6,53.5679698071,-71.3593080866,38.0001512626
7,12.9025840371,79.9669489093,44.2066162418
8,-6.29109889296,-64.8917508931,1.0
9,-2.68531605304,111.089758191,1.0
10,38.4288618657,101.973670947,35.7013112369
11,39.0901430146,72.6189278664,27.579921436
12,-15.5749342275,39.5572954834,14.5519741369
13,73.1896497296,-106.604219923,4.98356232888
14,57.0682897236,134.171051275,23.6559977941
15,-68.884672727,61.214391432,1.0
16,-40.7404097049,-63.9527499451,20.8517645204
17,-66.3243912609,-65.0571157742,1.0
18,48.7506310206,-124.572001202,6.88447877979
19,34.2221051613,-99.3908630501,45.8086830123
20,-73.0838623546,-74.4172652937,43.2122195173
21,18.6716243133,-95.7109355295,1.0
22,47.3626446387,61.0683069193,27.1131731807
23,-21.2828406251,-64.9940077309,1.0
24,36.4035868261,65.8513733791,1.0
25,52.2185240181,10.2652145163,26.4288451951
26,18.366745749,51.3729554921,38.394405676
27,29.4414267718,86.2759975891,14.3903300008
28,76.3334845992,-38.2394206523,1.0
29,65.0717259305,64.407895904,4.64246789893
30,38.3806598238,42.6379985157,45.7284736705
31,62.5199597365,-43.2626103117,29.1597409335
32,58.9166758589,-128.640284481,8.92293396867
33,-8.63406954274,-63.9366853928,24.8435358672
34,-76.194072717,-141.018317751,1.0
35,52.5635732888,71.6513211596,1.0
36,31.0459810433,12.0027990632,14.2824527613
37,50.242050756,-95.5377472093,1.0
38,16.017500743,-12.0883693736,1.0
39,8.05847093548,48.1277893266,1.0
40,75.2615103075,143.474184781,1.0
41,18.708564599,80.6150359492,37.6389183686
42,68.485725996,62.7979869733,29.7005922012
43,-77.051178651,-29.7725439517,6.24581768299
44,42.3207833178,-74.1174732856,8.44463550471
45,55.7981397383,114.306769974,6.52314409133
46,67.7261456251,38.3591767147,1.0
47,29.9616935113,14.7260593997,1.0
48,39.4908953629,87.4539689304,14.7620054211
49,-1.95496237264,-69.7200884637,1.0
50,56.8165711007,-153.998137234,14.0480973351
51,22.1574571208,21.9442973001,38.9453026033
52,64.8631213045,46.8996050684,1.0
53,33.5769942561,-84.1039832023,28.4738708009
54,28.3156972635,91.4168053757,1.36699187497
55,-8.25094632739,-41.5742883485,1.0
56,1.84773190284,-64.8486712213,30.2569695732
57,50.6645301945,86.6545120863,25.353678265
58,31.6926827482,101.117371138,21.2005335377
59,-84.8554851227,-4.03151455516,42.8066466422
60,65.1571335885,-136.82175182,1.0
61,37.7192599208,80.2715347896,24.9604159647
62,6.9630645164,34.242819435,1.0
63,-30.8958017228,-70.4427228208,14.0014364242
64,54.2506583091,28.5363373158,16.164569548
65,29.0189070569,-110.281305729,8.83042544405
66,-8.03478827608,22.5955467,1.0
67,5.40386801893,34.3397861684,6.15145308359
68,32.4259621422,7.92752316492,2.31987181403
69,51.7373645647,-124.078637462,22.3771015996
70,63.7719425387,48.2711794087,1.0
71,-22.5786969578,-59.0080390403,1.0
72,-0.536792463134,-76.880521079,13.1842738776
73,11.5538434842,104.507355808,1.0
74,27.0940818716,32.9667391748,1.0
75,-17.6306035032,177.802073311,1.0
76,-85.145595536,-174.798821238,1.0
77,24.2013444606,76.1242636332,50.0
78,28.7717125999,10.5466679122,30.4433547085
79,33.813455865,-79.061933466,1.0
80,-83.0337459287,111.511626773,14.5602010109
81,-5.59307643706,-43.7906087904,9.3931206194
82,36.3728480874,118.536532222,1.0
83,39.3021550292,105.919693188,1.0
84,-15.6441099951,14.7886582539,4.08445553485
85,66.0620537687,168.107605098,11.3865771294
86,42.8661396693,110.435058434,32.103547243
87,53.3006694003,113.379905548,8.28641797617
88,47.3742845841,74.4564290807,42.4122961764
89,-23.2566830445,32.6180129708,1.0
90,-79.1711181313,50.6549433098,15.5439195488
91,20.2097532443,-74.5694747732,22.3861653061
92,71.6197557812,98.1538159595,7.65645488888
93,42.073819773,-84.829208348,10.2175498482
94,68.0724364769,99.438984934,25.1621773786
95,-8.53460336558,-63.5769279192,1.0
96,54.8107513024,25.790835783,23.5285297375
97,18.3165562521,32.7355847104,1.0
98,-0.0970903971052,-53.3617695073,7.15697779324
99,66.4473155127,160.304567119,12.0061999356
100,75.2856193469,-100.097826323,1.0
